"Source","Target"
"Piedra, N.","Lpez, J."
"Piedra, N.","Tovar, E."
"Chicaiza, J.","Lpez, J."
"Chicaiza, J.","Tovar, E."
"Lpez, J.","Tovar, E."
"Tovar, E.","Lpez, J."
"Favario, L.","Meo, A.R."
"Favario, L.","Masala, E."
"Meo, A.R.","Masala, E."
"Piedra, N.","Tovar, E."
"Piedra, N.","Colomo-Palacios, R."
"Piedra, N.","Lopez-Vargas, J."
"Piedra, N.","Chicaiza, J.A."
"Tovar, E.","Colomo-Palacios, R."
"Tovar, E.","Lopez-Vargas, J."
"Tovar, E.","Chicaiza, J.A."
"Colomo-Palacios, R.","Lopez-Vargas, J."
"Colomo-Palacios, R.","Chicaiza, J.A."
"Lopez-Vargas, J.","Chicaiza, J.A."
"Piedra, N.","Tovar, E."
"Piedra, N.","Colomo-Palacios, R."
"Piedra, N.","Lopez-Vargas, J."
"Piedra, N.","Chicaiza, J.A."
"Tovar, E.","Colomo-Palacios, R."
"Tovar, E.","Lopez-Vargas, J."
"Tovar, E.","Chicaiza, J.A."
"Colomo-Palacios, R.","Lopez-Vargas, J."
"Colomo-Palacios, R.","Chicaiza, J.A."
"Lopez-Vargas, J.","Chicaiza, J.A."
"Ruiz-Iniesta, A.","Jimnez-Daz, G."
"Ruiz-Iniesta, A.","Gmez-Albarrn, M."
"Jimnez-Daz, G.","Gmez-Albarrn, M."
"Del Rio, C.","Boucher, A."
"Del Rio, C.","Salazar, F."
"Del Rio, C.","Milne, A."
"Del Rio, C.","Robles, M."
"Boucher, A.","Salazar, F."
"Boucher, A.","Milne, A."
"Boucher, A.","Robles, M."
"Salazar, F.","Milne, A."
"Salazar, F.","Robles, M."
"Milne, A.","Robles, M."
"Boucher, A.","Del Rio, C."
"Boucher, A.","Salazar, F."
"Boucher, A.","Milne, A."
"Boucher, A.","Robles, M."
"Del Rio, C.","Salazar, F."
"Del Rio, C.","Milne, A."
"Del Rio, C.","Robles, M."
"Salazar, F.","Milne, A."
"Salazar, F.","Robles, M."
"Milne, A.","Robles, M."
"Ocha, X.","Silveira, I.F."
"Ocha, X.","Sprock, A.S."
"Silveira, I.F.","Sprock, A.S."
"Chicaiza, J.","Piedra, N."
"Chicaiza, J.","Lopez, J."
"Chicaiza, J.","Caro, E.T."
"Piedra, N.","Lopez, J."
"Piedra, N.","Caro, E.T."
"Lopez, J.","Caro, E.T."
"Caro, E.T.","Lopez, J."
"Lopez-Vargas, J.","Piedra, N."
"Lopez-Vargas, J.","Chicaiza, J."
"Lopez-Vargas, J.","Tovar, E."
"Piedra, N.","Chicaiza, J."
"Piedra, N.","Tovar, E."
"Chicaiza, J.","Tovar, E."
"Tovar, E.","Chicaiza, J."
"Chicaiza, J.","Piedra, N."
"Chicaiza, J.","Lopez, J."
"Chicaiza, J.","Caro, E.T."
"Piedra, N.","Lopez, J."
"Piedra, N.","Caro, E.T."
"Lopez, J.","Caro, E.T."
"Caro, E.T.","Lopez, J."
"Lopez-Vargas, J.","Piedra, N."
"Lopez-Vargas, J.","Chicaiza, J."
"Lopez-Vargas, J.","Tovar, E."
"Piedra, N.","Chicaiza, J."
"Piedra, N.","Tovar, E."
"Chicaiza, J.","Tovar, E."
"Tovar, E.","Chicaiza, J."
"Ramirez-Arellano, A.","Bory-Reyes, J."
"Ramirez-Arellano, A.","Hernndez-Simn, L.M."
"Bory-Reyes, J.","Hernndez-Simn, L.M."
"Gmez, J.E.","Huete, J.F."
"Gmez, J.E.","Hernandez, V.L."
"Huete, J.F.","Hernandez, V.L."
"Rybina, G.V.","Sergienko, E.S."
"Rybina, G.V.","Sorokin, I.A."
"Sergienko, E.S.","Sorokin, I.A."
"Roll, I.","Wylie, R."
"Llorente, R.","Morant, M."
"Muoz Arteaga, J.","Reyes, H.C."
"Muoz Arteaga, J.","Collazos Ordez, C.A.C., Prof."
"Muoz Arteaga, J.","Gonzlez-Calleros, J.M."
"Reyes, H.C.","Collazos Ordez, C.A.C., Prof."
"Reyes, H.C.","Gonzlez-Calleros, J.M."
"Collazos Ordez, C.A.C., Prof.","Gonzlez-Calleros, J.M."
"Riofrio C., G.-E.","Sucunuta E., M.-E."
"Sucunuta, M.E.","Riofrio, G.E."
"Carrera, F.","Navarro, D."
"Carrera, F.","Baquero-Escudero, M."
"Carrera, F.","Rodrigo-Pearrocha, V.M."
"Navarro, D.","Baquero-Escudero, M."
"Navarro, D.","Rodrigo-Pearrocha, V.M."
"Baquero-Escudero, M.","Rodrigo-Pearrocha, V.M."
"Rodrigo-Pearrocha, V.M.","Baquero-Escudero, M."
"Navarro-Mndez, D.V.","Carrera-Surez, L.F."
"Navarro-Mndez, D.V.","Baquero-Escudero, M."
"Navarro-Mndez, D.V.","Rodrigo-Pearrocha, V.M."
"Carrera-Surez, L.F.","Baquero-Escudero, M."
"Carrera-Surez, L.F.","Rodrigo-Pearrocha, V.M."
"Baquero-Escudero, M.","Rodrigo-Pearrocha, V.M."
"Rodrigo-Pearrocha, V.M.","Baquero-Escudero, M."
"McPhaden, M.J.","Vera, C.S."
"McPhaden, M.J.","Martnez Guingla, R."
"Vera, C.S.","Martnez Guingla, R."
"Grijalva, F.","Rodrguez, J.C."
"Grijalva, F.","Larco, J."
"Grijalva, F.","Orozco, L."
"Rodrguez, J.C.","Larco, J."
"Rodrguez, J.C.","Orozco, L."
"Larco, J.","Orozco, L."
"Salazar, P.T.","Duque-Rivera, J."
"Nader, R.","Carrion, H."
"Granizo, C.J.","Ynez, P.L."
"Granizo, C.J.","Ramirez, D.P."
"Granizo, C.J.","Machado, P.C."
"Ynez, P.L.","Ramirez, D.P."
"Ynez, P.L.","Machado, P.C."
"Ramirez, D.P.","Machado, P.C."
"Machado, P.C.","Ramirez, D.P."
"Jos Carrillo, V.","Danilo Jaramillo, H."
"Jos Carrillo, V.","Armando Cabrera, S."
"Jos Carrillo, V.","Abad, M."
"Danilo Jaramillo, H.","Armando Cabrera, S."
"Danilo Jaramillo, H.","Abad, M."
"Armando Cabrera, S.","Abad, M."
"Abad, M.","Armando Cabrera, S."
"Basurto, J.C.","Estrada, R."
"Carrillo V, J.","Abad E, M."
"Carrillo V, J.","Cabrera S, A."
"Carrillo V, J.","Jaramillo H, D."
"Abad E, M.","Cabrera S, A."
"Abad E, M.","Jaramillo H, D."
"Cabrera S, A.","Jaramillo H, D."
"Jaramillo H, D.","Cabrera S, A."
"Crespo, P.","Clleri, R."
"Crespo, P.","Buytaert, W."
"Crespo, P.","Feyen, J."
"Crespo, P.","Iiguez, V."
"Crespo, P.","Borja, P."
"Crespo, P.","De Bievre, B."
"Clleri, R.","Buytaert, W."
"Clleri, R.","Feyen, J."
"Clleri, R.","Iiguez, V."
"Clleri, R.","Borja, P."
"Clleri, R.","De Bievre, B."
"Buytaert, W.","Feyen, J."
"Buytaert, W.","Iiguez, V."
"Buytaert, W.","Borja, P."
"Buytaert, W.","De Bievre, B."
"Feyen, J.","Iiguez, V."
"Feyen, J.","Borja, P."
"Feyen, J.","De Bievre, B."
"Iiguez, V.","Borja, P."
"Iiguez, V.","De Bievre, B."
"Borja, P.","De Bievre, B."
"Solberg, M.","Nader, R."
"Alemn, M..","Bermeo, R."
"Alemn, M..","Mendizbal, A."
"Alemn, M..","Loon, W."
"Bermeo, R.","Mendizbal, A."
"Bermeo, R.","Loon, W."
"Mendizbal, A.","Loon, W."
"Nader, R.","Salazar, P."
"He, Q.","Wei, X."
"He, Q.","Chen, H."
"He, Q.","Che, W."
"Wei, X.","Chen, H."
"Wei, X.","Che, W."
"Chen, H.","Che, W."
"Che, W.","Chen, H."
"Feng, C.","Yang, J."
"Feng, C.","Yan, L."
"Feng, C.","Zhang, Y."
"Feng, C.","Geng, Y."
"Feng, C.","Zhang, W."
"Yang, J.","Yan, L."
"Yang, J.","Zhang, Y."
"Yang, J.","Geng, Y."
"Yang, J.","Zhang, W."
"Yan, L.","Zhang, Y."
"Yan, L.","Geng, Y."
"Yan, L.","Zhang, W."
"Zhang, Y.","Geng, Y."
"Zhang, Y.","Zhang, W."
"Geng, Y.","Zhang, W."
"Chen, H.","Che, W."
"Chen, H.","Feng, W."
"Chen, H.","Ke"
"Che, W.","Feng, W."
"Che, W.","Ke"
"Feng, W.","Ke"
"Konc, O.","Maassen, D."
"Konc, O.","Rautschke, F."
"Konc, O.","Boeck, G."
"Maassen, D.","Rautschke, F."
"Maassen, D.","Boeck, G."
"Rautschke, F.","Boeck, G."
"Crespo, P.J.","Feyen, J."
"Crespo, P.J.","Buytaert, W."
"Crespo, P.J.","Bcker, A."
"Crespo, P.J.","Breuer, L."
"Crespo, P.J.","Frede, H.-G."
"Crespo, P.J.","Ramrez, M."
"Feyen, J.","Buytaert, W."
"Feyen, J.","Bcker, A."
"Feyen, J.","Breuer, L."
"Feyen, J.","Frede, H.-G."
"Feyen, J.","Ramrez, M."
"Buytaert, W.","Bcker, A."
"Buytaert, W.","Breuer, L."
"Buytaert, W.","Frede, H.-G."
"Buytaert, W.","Ramrez, M."
"Bcker, A.","Breuer, L."
"Bcker, A.","Frede, H.-G."
"Bcker, A.","Ramrez, M."
"Breuer, L.","Frede, H.-G."
"Breuer, L.","Ramrez, M."
"Frede, H.-G.","Ramrez, M."
"Mosquera, G.M.","Segura, C."
"Mosquera, G.M.","Vach, K.B."
"Mosquera, G.M.","Windhorst, D."
"Mosquera, G.M.","Breuer, L."
"Mosquera, G.M.","Crespo, P."
"Segura, C.","Vach, K.B."
"Segura, C.","Windhorst, D."
"Segura, C.","Breuer, L."
"Segura, C.","Crespo, P."
"Vach, K.B.","Windhorst, D."
"Vach, K.B.","Breuer, L."
"Vach, K.B.","Crespo, P."
"Windhorst, D.","Breuer, L."
"Windhorst, D.","Crespo, P."
"Breuer, L.","Crespo, P."
"Mosquera, G.M.","Clleri, R."
"Mosquera, G.M.","Lazo, P.X."
"Mosquera, G.M.","Vach, K.B."
"Mosquera, G.M.","Perakis, S.S."
"Mosquera, G.M.","Crespo, P."
"Clleri, R.","Lazo, P.X."
"Clleri, R.","Vach, K.B."
"Clleri, R.","Perakis, S.S."
"Clleri, R.","Crespo, P."
"Lazo, P.X.","Vach, K.B."
"Lazo, P.X.","Perakis, S.S."
"Lazo, P.X.","Crespo, P."
"Vach, K.B.","Perakis, S.S."
"Vach, K.B.","Crespo, P."
"Perakis, S.S.","Crespo, P."
"Mosquera, G.M.","Segura, C."
"Mosquera, G.M.","Vach, K.B."
"Mosquera, G.M.","Windhorst, D."
"Mosquera, G.M.","Breuer, L."
"Mosquera, G.M.","Crespo, P."
"Segura, C.","Vach, K.B."
"Segura, C.","Windhorst, D."
"Segura, C.","Breuer, L."
"Segura, C.","Crespo, P."
"Vach, K.B.","Windhorst, D."
"Vach, K.B.","Breuer, L."
"Vach, K.B.","Crespo, P."
"Windhorst, D.","Breuer, L."
"Windhorst, D.","Crespo, P."
"Breuer, L.","Crespo, P."
"Pazos, J.","Morales, O."
"Pazos, J.","Goddyn, X."
"Pazos, J.","Angel, J."
"Morales, O.","Goddyn, X."
"Morales, O.","Angel, J."
"Goddyn, X.","Angel, J."
"Fuertes, W.","De Lpez Vergara, J.E."
"Fuertes, W.","Meneses, F."
"Fuertes, W.","Galn, F."
"De Lpez Vergara, J.E.","Meneses, F."
"De Lpez Vergara, J.E.","Galn, F."
"Meneses, F.","Galn, F."
"Galn, F.","Meneses, F."
"Caldern, G.E.R.","Espaa, M.E.S."
"Hurtado, D.J.","Narvaez, D.V."
"Gonzalez, S.","Sousa, C."
"Gonzalez, S.","Illas, F."
"Sousa, C.","Illas, F."
"Robles, V.","Molina, A."
"Robles, V.","Rosso, P."
"Molina, A.","Rosso, P."
"Meneses, L.","Araya, A."
"Meneses, L.","Pilaquinga, F."
"Meneses, L.","Espn, M."
"Meneses, L.","Carrillo, P."
"Meneses, L.","Snchez, F."
"Araya, A.","Pilaquinga, F."
"Araya, A.","Espn, M."
"Araya, A.","Carrillo, P."
"Araya, A.","Snchez, F."
"Pilaquinga, F.","Espn, M."
"Pilaquinga, F.","Carrillo, P."
"Pilaquinga, F.","Snchez, F."
"Espn, M.","Carrillo, P."
"Espn, M.","Snchez, F."
"Carrillo, P.","Snchez, F."
"Martinez, R.","Garanganga, B.J."
"Martinez, R.","Kamga, A."
"Martinez, R.","Luo, Y."
"Martinez, R.","Mason, S."
"Martinez, R.","Pahalad, J."
"Martinez, R.","Rummukainen, M."
"Garanganga, B.J.","Kamga, A."
"Garanganga, B.J.","Luo, Y."
"Garanganga, B.J.","Mason, S."
"Garanganga, B.J.","Pahalad, J."
"Garanganga, B.J.","Rummukainen, M."
"Kamga, A.","Luo, Y."
"Kamga, A.","Mason, S."
"Kamga, A.","Pahalad, J."
"Kamga, A.","Rummukainen, M."
"Luo, Y.","Mason, S."
"Luo, Y.","Pahalad, J."
"Luo, Y.","Rummukainen, M."
"Mason, S.","Pahalad, J."
"Mason, S.","Rummukainen, M."
"Pahalad, J.","Rummukainen, M."
"Suarez, V.A.","Kowalsky, M.J."
"Lawrence, J.M.","Pomory, C.M."
"Lawrence, J.M.","Sonnenholzner, J."
"Lawrence, J.M.","Hiratsuka, Y."
"Lawrence, J.M.","Molina, L."
"Pomory, C.M.","Sonnenholzner, J."
"Pomory, C.M.","Hiratsuka, Y."
"Pomory, C.M.","Molina, L."
"Sonnenholzner, J.","Hiratsuka, Y."
"Sonnenholzner, J.","Molina, L."
"Hiratsuka, Y.","Molina, L."
"Jaffer, G.","Klesh, A."
"Jaffer, G.","Nader, R."
"Jaffer, G.","Koudelka, O."
"Klesh, A.","Nader, R."
"Klesh, A.","Koudelka, O."
"Nader, R.","Koudelka, O."
"Koudelka, O.","Nader, R."
"Vanegas, P.","Cattrysse, D."
"Vanegas, P.","Van Orshoven, J."
"Cattrysse, D.","Van Orshoven, J."
"Becker, P.","Eeckhaut, I."
"Becker, P.","Ycaza, R.H."
"Becker, P.","Mercier, A."
"Becker, P.","Hamel, J.-F."
"Eeckhaut, I.","Ycaza, R.H."
"Eeckhaut, I.","Mercier, A."
"Eeckhaut, I.","Hamel, J.-F."
"Ycaza, R.H.","Mercier, A."
"Ycaza, R.H.","Hamel, J.-F."
"Mercier, A.","Hamel, J.-F."
"Niebieskikwiat, D.","Haberkorn, N.F."
"Niebieskikwiat, D.","Guitarra, R."
"Niebieskikwiat, D.","Guimpel, J."
"Haberkorn, N.F.","Guitarra, R."
"Haberkorn, N.F.","Guimpel, J."
"Guitarra, R.","Guimpel, J."
"Novillo, F.","Ferrus, R."
"Novillo, F.","Agusti, R."
"Novillo, F.","Nasreddine, J."
"Ferrus, R.","Agusti, R."
"Ferrus, R.","Nasreddine, J."
"Agusti, R.","Nasreddine, J."
"Nasreddine, J.","Agusti, R."
"Okita, H.","Yoshizawa, M."
"Okita, H.","Uehara, K."
"Okita, H.","Mizuno, K."
"Okita, H.","Tarui, T."
"Okita, H.","Naono, K."
"Yoshizawa, M.","Uehara, K."
"Yoshizawa, M.","Mizuno, K."
"Yoshizawa, M.","Tarui, T."
"Yoshizawa, M.","Naono, K."
"Uehara, K.","Mizuno, K."
"Uehara, K.","Tarui, T."
"Uehara, K.","Naono, K."
"Mizuno, K.","Tarui, T."
"Mizuno, K.","Naono, K."
"Tarui, T.","Naono, K."
"Pinheiro, B.","Chaves, R."
"Pinheiro, B.","Cerqueira, E."
"Pinheiro, B.","Abelem, A."
"Chaves, R.","Cerqueira, E."
"Chaves, R.","Abelem, A."
"Cerqueira, E.","Abelem, A."
"Abelem, A.","Cerqueira, E."
"Kontoudis, D.","Fouliras, P."
"Jaffer, G.","Nader, R."
"Jaffer, G.","Klesh, A."
"Jaffer, G.","Koudelka, O."
"Nader, R.","Klesh, A."
"Nader, R.","Koudelka, O."
"Klesh, A.","Koudelka, O."
"Koudelka, O.","Klesh, A."
"Clleri, R.","Buytaert, W."
"Clleri, R.","De Bivre, B."
"Clleri, R.","Tobn, C."
"Clleri, R.","Crespo, P."
"Clleri, R.","Molina, J."
"Clleri, R.","Feyen, J.A.N."
"Buytaert, W.","De Bivre, B."
"Buytaert, W.","Tobn, C."
"Buytaert, W.","Crespo, P."
"Buytaert, W.","Molina, J."
"Buytaert, W.","Feyen, J.A.N."
"De Bivre, B.","Tobn, C."
"De Bivre, B.","Crespo, P."
"De Bivre, B.","Molina, J."
"De Bivre, B.","Feyen, J.A.N."
"Tobn, C.","Crespo, P."
"Tobn, C.","Molina, J."
"Tobn, C.","Feyen, J.A.N."
"Crespo, P.","Molina, J."
"Crespo, P.","Feyen, J.A.N."
"Molina, J.","Feyen, J.A.N."
"Ackovska, N.","Ristov, S."
"Deuri, S.","Phukan, P."
"Haigh, T.","Morton, L.W."
"Haigh, T.","Lemos, M.C."
"Haigh, T.","Knutson, C."
"Haigh, T.","Prokopy, L.S."
"Haigh, T.","Lo, Y.J."
"Haigh, T.","Angel, J."
"Morton, L.W.","Lemos, M.C."
"Morton, L.W.","Knutson, C."
"Morton, L.W.","Prokopy, L.S."
"Morton, L.W.","Lo, Y.J."
"Morton, L.W.","Angel, J."
"Lemos, M.C.","Knutson, C."
"Lemos, M.C.","Prokopy, L.S."
"Lemos, M.C.","Lo, Y.J."
"Lemos, M.C.","Angel, J."
"Knutson, C.","Prokopy, L.S."
"Knutson, C.","Lo, Y.J."
"Knutson, C.","Angel, J."
"Prokopy, L.S.","Lo, Y.J."
"Prokopy, L.S.","Angel, J."
"Lo, Y.J.","Angel, J."
"Lebel, P.","Whangchai, N."
"Lebel, P.","Chitmanat, C."
"Lebel, P.","Lebel, L."
"Whangchai, N.","Chitmanat, C."
"Whangchai, N.","Lebel, L."
"Chitmanat, C.","Lebel, L."
"Lebel, L.","Chitmanat, C."
"Kappos, A.J.","Gidaris, I.G."
"Kappos, A.J.","Gkatzogias, K.I."
"Gidaris, I.G.","Gkatzogias, K.I."
"Ishutkina, M.V.","Khelevina, O.G."
"Ishutkina, M.V.","Krylov, E.N."
"Ishutkina, M.V.","Aleksandriiskii, V.V."
"Ishutkina, M.V.","Koifman, O.I."
"Khelevina, O.G.","Krylov, E.N."
"Khelevina, O.G.","Aleksandriiskii, V.V."
"Khelevina, O.G.","Koifman, O.I."
"Krylov, E.N.","Aleksandriiskii, V.V."
"Krylov, E.N.","Koifman, O.I."
"Aleksandriiskii, V.V.","Koifman, O.I."
"Lopes, F.A.","Santos, M."
"Lopes, F.A.","Fidalgo, R."
"Lopes, F.A.","Fernandes, S."
"Santos, M.","Fidalgo, R."
"Santos, M.","Fernandes, S."
"Fidalgo, R.","Fernandes, S."
"Fernandes, S.","Fidalgo, R."
"Jaffer, G.","Nader, R."
"Jaffer, G.","Koudelka, O."
"Nader, R.","Koudelka, O."
"Buytaert, W.","Dewulf, A."
"Buytaert, W.","De Bivre, B."
"Buytaert, W.","Clark, J."
"Buytaert, W.","Hannah, D.M."
"Dewulf, A.","De Bivre, B."
"Dewulf, A.","Clark, J."
"Dewulf, A.","Hannah, D.M."
"De Bivre, B.","Clark, J."
"De Bivre, B.","Hannah, D.M."
"Clark, J.","Hannah, D.M."
"Piedra, N.","Chicaiza, J."
"Piedra, N.","Lpez, J."
"Piedra, N.","Tovar, E."
"Chicaiza, J.","Lpez, J."
"Chicaiza, J.","Tovar, E."
"Lpez, J.","Tovar, E."
"Tovar, E.","Lpez, J."
"Piedra, N.","Tovar, E."
"Piedra, N.","Colomo-Palacios, R."
"Piedra, N.","Lopez-Vargas, J."
"Piedra, N.","Chicaiza, J.A."
"Tovar, E.","Colomo-Palacios, R."
"Tovar, E.","Lopez-Vargas, J."
"Tovar, E.","Chicaiza, J.A."
"Colomo-Palacios, R.","Lopez-Vargas, J."
"Colomo-Palacios, R.","Chicaiza, J.A."
"Lopez-Vargas, J.","Chicaiza, J.A."
"Markoska, E.","Kostoska, M."
"Markoska, E.","Ristov, S."
"Markoska, E.","Gusev, M."
"Kostoska, M.","Ristov, S."
"Kostoska, M.","Gusev, M."
"Ristov, S.","Gusev, M."
"Gusev, M.","Ristov, S."
"Koda, R.","Piwiski, J."
"Koda, R.","Kurzejamski, K."
"Piwiski, J.","Kurzejamski, K."
"Deuri, S.","Phukan, P."
"Deuri, S.","Phukan, P."
"Uppanunchai, A.","Apirumanekul, C."
"Uppanunchai, A.","Lebel, L."
"Apirumanekul, C.","Lebel, L."
"Barez, P.","Bujard, J.-T."
"Gkatzogias, K.I.","Kappos, A.J."
"Sulaiman, K.O.","Onawole, A.T."
"Lopes, F.A.","Santos, M."
"Lopes, F.A.","Fidalgo, R."
"Lopes, F.A.","Fernandes, S."
"Santos, M.","Fidalgo, R."
"Santos, M.","Fernandes, S."
"Fidalgo, R.","Fernandes, S."
"Fernandes, S.","Fidalgo, R."
"Qin, X.","Yuanming, D."
"Qin, X.","Wan, C."
"Yuanming, D.","Wan, C."
"Yu, X.","Zhou, J."
"Yu, X.","Zhang, Y."
"Yu, X.","Zhu, L."
"Zhou, J.","Zhang, Y."
"Zhou, J.","Zhu, L."
"Zhang, Y.","Zhu, L."
"Zhu, L.","Zhang, Y."
"Michelsen, N.","Dirks, H."
"Michelsen, N.","Schulz, S."
"Michelsen, N.","Kempe, S."
"Michelsen, N.","Al-Saud, M."
"Michelsen, N.","Schth, C."
"Dirks, H.","Schulz, S."
"Dirks, H.","Kempe, S."
"Dirks, H.","Al-Saud, M."
"Dirks, H.","Schth, C."
"Schulz, S.","Kempe, S."
"Schulz, S.","Al-Saud, M."
"Schulz, S.","Schth, C."
"Kempe, S.","Al-Saud, M."
"Kempe, S.","Schth, C."
"Al-Saud, M.","Schth, C."
"Lebel, P.","Sriyasak, P."
"Lebel, P.","Kallayanamitra, C."
"Lebel, P.","Duangsuwan, C."
"Lebel, P.","Lebel, L."
"Sriyasak, P.","Kallayanamitra, C."
"Sriyasak, P.","Duangsuwan, C."
"Sriyasak, P.","Lebel, L."
"Kallayanamitra, C.","Duangsuwan, C."
"Kallayanamitra, C.","Lebel, L."
"Duangsuwan, C.","Lebel, L."
"Chicaiza, J.","Piedra, N."
"Chicaiza, J.","Lopez, J."
"Chicaiza, J.","Caro, E.T."
"Piedra, N.","Lopez, J."
"Piedra, N.","Caro, E.T."
"Lopez, J.","Caro, E.T."
"Caro, E.T.","Lopez, J."
"Lopez-Vargas, J.","Piedra, N."
"Lopez-Vargas, J.","Chicaiza, J."
"Lopez-Vargas, J.","Tovar, E."
"Piedra, N.","Chicaiza, J."
"Piedra, N.","Tovar, E."
"Chicaiza, J.","Tovar, E."
"Tovar, E.","Chicaiza, J."
"Cao, J.","Ren, Q."
"Cao, J.","Chen, F."
"Cao, J.","Lu, T."
"Ren, Q.","Chen, F."
"Ren, Q.","Lu, T."
"Chen, F.","Lu, T."
"Kostochka, M.L.","Zajicek, J."
"Kostochka, M.L.","Fuselier, J.A."
"Kostochka, M.L.","Etienne, M.A."
"Kostochka, M.L.","Sun, L."
"Kostochka, M.L.","Coy, D.H."
"Zajicek, J.","Fuselier, J.A."
"Zajicek, J.","Etienne, M.A."
"Zajicek, J.","Sun, L."
"Zajicek, J.","Coy, D.H."
"Fuselier, J.A.","Etienne, M.A."
"Fuselier, J.A.","Sun, L."
"Fuselier, J.A.","Coy, D.H."
"Etienne, M.A.","Sun, L."
"Etienne, M.A.","Coy, D.H."
"Sun, L.","Coy, D.H."
"Wu, F.","Bai, R."
"Wu, F.","Gu, Y."
"Bai, R.","Gu, Y."
"Nicolaou, K.C.","Rhoades, D."
"Nicolaou, K.C.","Lamani, M."
"Nicolaou, K.C.","Pattanayak, M.R."
"Nicolaou, K.C.","Kumar, S.M."
"Rhoades, D.","Lamani, M."
"Rhoades, D.","Pattanayak, M.R."
"Rhoades, D.","Kumar, S.M."
"Lamani, M.","Pattanayak, M.R."
"Lamani, M.","Kumar, S.M."
"Pattanayak, M.R.","Kumar, S.M."
"Shainyan, B.A.","Chipanina, N.N."
"Shainyan, B.A.","Oznobikhina, L.P."
"Shainyan, B.A.","Meshcheryakov, V.I."
"Chipanina, N.N.","Oznobikhina, L.P."
"Chipanina, N.N.","Meshcheryakov, V.I."
"Oznobikhina, L.P.","Meshcheryakov, V.I."
"Deka, K.","Phukan, P."
"Stephenson, G.R.","Palotai, I.M."
"Koda, R.","Piwiski, J."
"Tovar, E.","Piedra, N."
"Tovar, E.","Castro, M."
"Tovar, E.","Llamas, M."
"Piedra, N.","Castro, M."
"Piedra, N.","Llamas, M."
"Castro, M.","Llamas, M."
"Monsalve, C.","April, A."
"Monsalve, C.","Abran, A."
"April, A.","Abran, A."
"Navarro, D.V.","Carrera, L.F."
"Navarro, D.V.","Baquero, M."
"Carrera, L.F.","Baquero, M."
"Vanegas, P.","Cattrysse, D."
"Vanegas, P.","Van Orshoven, J."
"Cattrysse, D.","Van Orshoven, J."
"Vanegas, P.","Cattrysse, D."
"Vanegas, P.","Wijffels, A."
"Vanegas, P.","Van Orshoven, J."
"Cattrysse, D.","Wijffels, A."
"Cattrysse, D.","Van Orshoven, J."
"Wijffels, A.","Van Orshoven, J."
"Van Orshoven, J.","Wijffels, A."
"Recalde, D.","Rutten, C."
"Recalde, D.","Schuurman, P."
"Recalde, D.","Vredeveld, T."
"Rutten, C.","Schuurman, P."
"Rutten, C.","Vredeveld, T."
"Schuurman, P.","Vredeveld, T."
"Vredeveld, T.","Schuurman, P."
"Ben-Jaacov, J.","Pollack, S."
"Ben-Jaacov, J.","Carrion, E."
"Ben-Jaacov, J.","Kamenetsky, R."
"Pollack, S.","Carrion, E."
"Pollack, S.","Kamenetsky, R."
"Carrion, E.","Kamenetsky, R."
"Romero, J.","Romero, F."
"Piedra, N.","Chicaiza, J."
"Piedra, N.","Lpez, J."
"Piedra, N.","Romero, A."
"Piedra, N.","Tovar, E."
"Chicaiza, J.","Lpez, J."
"Chicaiza, J.","Romero, A."
"Chicaiza, J.","Tovar, E."
"Lpez, J.","Romero, A."
"Lpez, J.","Tovar, E."
"Romero, A.","Tovar, E."
"Patricia, C.C.S.","Rocio, R.M.G.D."
"Patricia, C.C.S.","Elizabeth, R.P.A."
"Rocio, R.M.G.D.","Elizabeth, R.P.A."
"Shoemaker, J.","Kney, A."
"Shoemaker, J.","Mylon, S."
"Shoemaker, J.","Merino, A."
"Shoemaker, J.","Zhao, D."
"Kney, A.","Mylon, S."
"Kney, A.","Merino, A."
"Kney, A.","Zhao, D."
"Mylon, S.","Merino, A."
"Mylon, S.","Zhao, D."
"Merino, A.","Zhao, D."
"Mansen, A.","Lundberg, K."
"Mansen, A.","Cardozo, J."
"Mansen, A.","Fierro, G."
"Mansen, A.","Barrera, B."
"Mansen, A.","Nakamatsu, S."
"Mansen, A.","Schmalbach, R."
"Mansen, A.","Senf, D."
"Lundberg, K.","Cardozo, J."
"Lundberg, K.","Fierro, G."
"Lundberg, K.","Barrera, B."
"Lundberg, K.","Nakamatsu, S."
"Lundberg, K.","Schmalbach, R."
"Lundberg, K.","Senf, D."
"Cardozo, J.","Fierro, G."
"Cardozo, J.","Barrera, B."
"Cardozo, J.","Nakamatsu, S."
"Cardozo, J.","Schmalbach, R."
"Cardozo, J.","Senf, D."
"Fierro, G.","Barrera, B."
"Fierro, G.","Nakamatsu, S."
"Fierro, G.","Schmalbach, R."
"Fierro, G.","Senf, D."
"Barrera, B.","Nakamatsu, S."
"Barrera, B.","Schmalbach, R."
"Barrera, B.","Senf, D."
"Nakamatsu, S.","Schmalbach, R."
"Nakamatsu, S.","Senf, D."
"Schmalbach, R.","Senf, D."
"Lee, S.C.J.","Breyer, F."
"Lee, S.C.J.","Crdenas, D."
"Lee, S.C.J.","Randel, S."
"Lee, S.C.J.","Koonen, T."
"Breyer, F.","Crdenas, D."
"Breyer, F.","Randel, S."
"Breyer, F.","Koonen, T."
"Crdenas, D.","Randel, S."
"Crdenas, D.","Koonen, T."
